ProbeID	brain.1	brain.2	fetal.brain.1	fetal.brain.2	fetal.liver.1	fetal.liver.2	liver.1	liver.2
1557_at	425	918	248	227	26	25	52	48
1558_g_at	819	1315	279	317	296	280	59	144
1559_at	73	45	62	50	86	75	107	76
156_s_at	278	195	334	290	118	78	168	158
1560_g_at	20	49	202	257	127	88	49	78
1561_at	623	1011	423	560	136	90	120	52
1562_g_at	1719	4313	1428	1818	46	155	25	34
1563_s_at	499	787	589	346	2580	2862	2520	2545
1564_at	1186	1564	1569	1308	842	901	2591	3452
1565_s_at	1376	1326	862	1470	871	816	691	929
1566_at	513	507	1157	1194	523	360	369	631
1567_at	213	206	281	246	557	429	381	750
1568_s_at	59	28	127	154	109	148	38	101
1569_r_at	643	490	743	679	1067	998	1088	1438
157_at	27	15	14	18	27	24	19	35
1570_f_at	9	19	20	41	18	6	6	58
1571_f_at	10	22	40	49	11	3	6	4
1572_s_at	195	19	258	169	251	238	209	57
1573_at	113	276	144	90	124	112	113	375
1574_s_at	121	99	182	104	185	143	135	181
1575_at	256	139	175	165	190	150	257	260
1576_g_at	29	29	28	22	54	59	111	96
1577_at	35	24	30	32	96	283	945	3435
1578_g_at	76	130	84	68	239	182	387	1169
1579_at	139	34	120	28	178	138	281	347
158_at	35	110	38	114	87	24	155	135
1580_f_at	15	6	20	9	25	8	27	22
1581_s_at	76	26	472	643	64	69	12	28
1582_at	164	38	156	95	92	55	174	317
1583_at	316	259	157	244	797	831	642	916
1584_at	58	41	75	25	113	50	36	26
1585_at	303	202	87	40	421	435	193	474
1586_at	71	196	393	343	3310	3888	2846	2650
1587_at	92	213	109	68	462	233	267	152
1588_at	154	95	145	172	63	161	176	66
1589_s_at	135	78	269	208	271	373	210	185
159_at	11	16	20	19	30	13	11	20
1590_s_at	1636	1605	728	785	226	163	160	121
1591_s_at	306	395	634	490	31768	23245	2138	2719
1592_at	93	72	270	239	250	256	105	241
1593_at	53	73	73	92	152	29	61	105
1594_at	554	544	582	585	845	903	691	637
1595_at	155	160	327	188	147	209	47	68
1596_g_at	272	176	143	130	245	302	262	186
1597_at	771	689	317	196	147	108	335	165
1598_g_at	3148	3427	1817	1056	459	1010	1156	1312
1599_at	16	9	15	10	196	243	22	14
160_at	589	486	697	563	334	303	72	38
1600_at	93	92	164	108	201	55	192	216
1601_s_at	35	46	49	30	60	44	53	49
1602_at	349	228	406	594	177	138	26	70
1603_g_at	366	189	610	737	125	205	86	49
1604_at	34	12	19	11	24	39	91	18
1605_g_at	45	78	438	613	72	38	31	76
1606_at	1406	1502	1061	1329	345	274	272	432
1607_at	43	76	26	11	94	20	67	29
1608_at	76	34	124	196	53	46	55	188
1609_g_at	242	162	321	210	226	270	181	93
161_at	79	2	56	13	61	38	56	52
1610_s_at	21	35	37	51	88	142	22	67
1611_s_at	17	51	15	11	19	14	18	20
1612_s_at	16331	19425	10650	9239	19847	16444	9665	7566
1613_s_at	131	80	132	30	131	100	38	108
1614_s_at	96	64	217	343	65	131	119	53
1615_at	158	578	522	448	1431	1294	502	784
1616_at	527	322	1196	1303	69	79	13	62
1617_at	39	15	40	33	188	70	38	57
1618_at	11	2	6	4	9	4	3	3
1619_g_at	36	105	26	11	275	163	22	69
162_at	16503	18857	6029	5158	2355	2303	1927	2848
1620_at	34	10	36	31	16	25	66	162
1621_at	27	21	31	115	28	14	21	20
1622_at	91	346	187	288	1458	1846	1962	525
1623_s_at	143	46	132	209	227	93	64	173
1624_at	493	345	1099	1042	159	159	115	162
1625_at	59	8	27	22	112	75	100	155
1626_at	254	30	71	53	297	288	430	424
1627_at	1272	513	1064	1066	2339	1504	1433	3122
1628_at	28	22	37	28	224	42	48	59
1629_s_at	184	186	750	768	68	90	28	242
163_at	781	766	779	687	429	362	677	599
1630_s_at	57	69	180	269	287	458	141	149
1631_at	45	22	58	32	79	69	66	84
1632_at	74	43	87	56	136	88	96	84
1633_g_at	676	848	557	716	1348	1600	481	313
1634_s_at	28	9	17	9	27	14	23	14
1635_at	620	1014	951	1077	526	511	449	618
1636_g_at	1343	1653	1623	1634	920	883	933	805
1637_at	130	199	52	40	507	454	505	333
1638_at	61	69	129	169	219	302	226	140
1639_s_at	119	49	87	157	72	114	57	88
164_at	272	302	436	452	278	163	577	450
1640_at	776	618	889	917	580	786	360	486
1641_s_at	2494	2648	1634	1564	1935	2196	2180	2513
1642_at	570	768	934	954	512	516	213	918
1643_g_at	535	710	1634	1298	498	445	306	537
1644_at	681	628	761	806	1011	1267	953	946
1645_at	48	153	76	84	44	55	209	113
1646_at	54	131	181	275	56	79	47	98
1647_at	170	52	284	249	474	498	318	436
1648_at	98	24	62	25	147	178	84	74
1649_at	436	515	243	318	1238	1103	64	211
165_g_at	16	9	16	16	30	23	22	46
1650_g_at	515	1180	199	297	3668	3597	187	212
1651_at	66	85	278	319	1617	1713	157	140
1652_at	57	176	226	88	308	182	50	34
1653_at	9339	8221	17531	22233	13464	12782	10837	9388
1654_at	43	36	47	70	40	34	59	45
1655_s_at	14	7	20	16	23	6	11	58
1656_s_at	67	35	42	59	61	43	21	64
1657_at	127	159	176	302	20	18	10	10
1658_g_at	282	205	236	251	46	15	46	31
1659_s_at	1626	1619	1460	1878	707	1473	367	774
166_at	80	489	100	76	857	268	595	1142
1660_at	525	515	815	982	350	545	490	332
1661_i_at	266	213	438	331	194	443	427	563
1662_r_at	448	1423	1456	156	1074	337	841	2770
1663_at	317	187	703	552	513	586	129	175
1664_at	787	763	927	1010	16662	9153	6058	8444
1665_s_at	38	32	42	33	118	40	176	61
1666_at	132	58	104	53	181	121	124	223
1667_s_at	153	98	147	559	280	195	208	332
1668_s_at	267	468	937	689	202	333	73	53
1669_at	37	75	154	96	18	23	12	45
167_at	539	438	722	951	783	870	252	266
1670_at	33	31	145	205	473	721	18	26
1671_s_at	151	186	427	316	480	395	224	431
1672_f_at	12	5	10	9	9	6	9	11
1673_at	385	245	401	360	848	703	1094	862
1674_at	153	147	442	416	126	256	137	135
1675_at	804	552	1373	1301	156	250	180	131
1676_s_at	6877	6805	15139	18732	14502	14091	20129	14033
1677_at	65	36	160	175	151	142	67	83
1678_g_at	13	6	46	100	21	70	36	27
1679_at	87	70	126	136	45	22	7	11
168_at	161	26	51	103	96	67	113	131
1680_at	71	88	421	248	671	448	990	832
1681_at	371	292	461	355	641	605	776	939
1682_s_at	43	18	34	82	136	85	27	43
1683_at	352	267	461	305	708	541	497	422
1684_s_at	233	244	246	186	190	224	184	249
1685_at	360	244	237	198	201	142	174	154
1686_g_at	1196	1353	1037	865	803	812	587	555
1687_s_at	60	196	42	47	119	115	89	114
1688_s_at	269	172	260	394	212	39	94	47
1689_at	235	194	350	241	363	382	384	645
169_at	38	28	49	32	72	43	67	98
1690_at	31	77	92	124	71	25	147	258
1691_at	74	79	190	134	51	111	47	174
1692_s_at	555	800	457	402	58	66	156	85
1693_s_at	148	333	49	72	3239	3050	3436	3608
1694_s_at	50	25	66	67	104	58	32	74
1695_at	3058	2171	1445	1931	1533	1640	1705	1134
1696_at	480	368	553	670	162	195	394	280
1697_s_at	34	6	47	13	35	14	17	12
1698_g_at	414	476	265	348	146	99	293	75
1699_at	30	102	34	70	131	111	153	190
170_at	563	358	675	395	698	647	730	945
1700_at	296	79	803	555	707	501	173	210
1701_at	39	87	77	84	184	92	149	223
1702_at	38	16	26	28	34	18	43	40
1703_g_at	519	685	497	382	1446	1589	747	523
1704_at	368	200	653	720	210	546	576	995
1705_s_at	56	86	45	27	65	46	78	67
1706_at	704	949	747	577	2115	2124	3973	3296
1707_g_at	675	996	827	598	1957	1639	4860	3096
1708_at	1415	1327	859	1075	100	38	33	22
1709_g_at	1777	1348	959	1130	29	27	63	39
171_at	1309	697	1216	1451	436	482	115	133
1710_s_at	36	66	294	249	157	217	49	70
1711_at	734	526	1228	1229	724	721	435	643
1712_s_at	160	95	244	340	129	98	95	19
1713_s_at	24	22	12	8	22	17	13	27
1714_at	145	79	254	166	214	277	251	375
1715_at	113	55	104	101	183	136	225	325
1716_at	48	25	93	54	94	60	244	143
1717_s_at	35	39	128	101	90	121	123	152
1718_at	3778	3250	3878	4007	3207	3169	2679	3095
1719_at	283	103	328	387	124	160	120	147
172_at	634	563	346	250	764	533	387	575
1720_at	25	7	11	7	22	34	15	33
1721_g_at	53	46	49	75	126	145	23	34
1722_at	127	180	212	179	24	23	26	23
1723_g_at	214	210	116	144	400	363	300	302
1724_at	192	250	148	70	494	452	373	608
1725_s_at	324	219	959	1173	122	135	29	113
1726_at	83	210	91	52	467	378	456	196
1727_at	22	60	179	346	15	42	22	91
1728_at	921	586	1360	1600	437	354	429	468
1729_at	92	85	72	55	120	68	345	330
173_at	600	359	342	317	76	122	52	89
1730_s_at	91	269	364	153	531	415	315	181
1731_at	429	307	739	878	294	400	186	65
1732_at	17	9	22	18	16	6	16	20
1733_at	100	36	154	46	128	110	33	41
1734_at	26	17	51	35	82	66	52	75
1735_g_at	326	342	561	368	607	600	767	973
1736_at	381	461	56	143	62	63	78	68
1737_s_at	330	355	505	400	6447	5991	15016	19372
1738_at	53	27	80	42	389	299	153	245
1739_at	152	80	68	42	130	121	164	109
174_s_at	490	202	257	289	115	135	96	61
1740_g_at	280	246	32	50	336	119	295	71
1741_s_at	231	276	834	851	2119	2181	1465	1388
1742_at	390	332	94	230	603	591	384	478
1743_s_at	72	21	103	75	144	192	67	219
1744_at	36	22	25	23	30	22	28	26
1745_at	105	41	11	6	79	12	11	16
1746_s_at	85	136	87	48	123	107	182	107
1747_at	55	63	64	81	148	148	140	128
1748_s_at	238	78	81	61	1465	1340	170	109
1749_at	342	410	246	238	652	664	2126	1824
175_s_at	455	466	788	696	456	451	559	719
1750_at	1316	1986	528	534	961	722	1269	1234
1751_g_at	2338	2841	832	973	1135	1212	1753	1415
1752_at	159	274	403	341	929	867	714	847
1753_s_at	62	438	50	37	673	689	178	454
1754_at	639	813	569	450	782	861	742	819
1755_i_at	30	10	17	16	12	6	7	12
1756_f_at	39	64	49	71	770	967	3541	2576
1757_i_at	19	0	1	12	2085	3010	56	56
1758_r_at	1	14	0	1	129	247	30	32
1759_f_at	27	30	93	43	5090	5870	436	397
176_at	387	335	998	1045	277	227	134	99
1760_s_at	200	174	168	137	371	224	237	289
1761_at	144	76	30	76	38	53	119	53
1762_at	47	79	85	42	148	74	212	123
1763_at	51	302	562	665	72	83	61	64
1764_s_at	282	402	691	731	478	422	265	385
1765_at	71	99	223	168	182	183	224	442
1766_g_at	58	82	218	30	322	267	90	360
1767_s_at	491	456	490	435	290	341	181	62
1768_s_at	1070	1406	1181	1253	1099	1035	2214	2181
1769_at	612	783	927	794	178	113	230	303
177_at	115	125	140	150	289	283	243	291
1770_at	45	5	32	43	107	45	67	39
1771_s_at	292	743	465	560	764	895	592	645
1772_s_at	394	144	347	384	224	151	127	202
1773_at	216	427	251	236	261	222	215	310
1774_at	63	58	45	66	149	163	46	89
1775_at	80	201	238	92	444	420	419	494
1776_at	31	22	47	41	53	98	24	16
1777_at	134	105	161	174	170	109	132	130
1778_g_at	350	442	259	182	196	374	139	293
1779_s_at	580	586	976	1046	4167	4049	675	794
178_f_at	273	338	567	472	348	290	377	456
1780_at	420	430	330	320	563	760	769	589
1781_at	276	502	582	419	408	423	390	917
1782_s_at	1806	1802	4155	4226	713	558	332	441
1783_at	139	57	184	182	115	49	31	61
1784_s_at	195	57	442	359	24	56	93	54
1785_at	369	164	655	710	525	501	284	116
1786_at	223	263	87	131	214	279	45	214
1787_at	373	402	180	208	381	484	21	12
1788_s_at	42	71	113	185	39	25	10	38
1789_at	640	286	686	723	356	385	181	142
179_at	1396	1719	1407	1459	2009	1676	2503	2315
1790_s_at	1238	1636	1293	1443	289	972	1427	808
1791_s_at	52	63	72	23	188	64	23	113
1792_g_at	378	510	687	549	2050	1611	1210	926
1793_at	216	236	467	452	247	379	252	414
1794_at	914	1197	467	487	1347	1384	669	904
1795_g_at	1367	2169	696	604	1481	1506	548	930
1796_s_at	581	342	965	600	448	679	1150	750
1797_at	1618	1848	1834	1638	1310	1558	243	197
1798_at	291	178	1073	1256	139	168	86	42
1799_at	176	153	285	265	212	208	78	198
180_at	385	589	84	128	182	188	35	217
1800_g_at	28	59	134	107	81	33	132	200
1801_at	38	54	238	336	157	56	19	29
1802_s_at	139	70	133	49	191	310	348	629
1803_at	97	23	250	260	109	540	20	35
1804_at	643	555	809	587	1806	1410	679	781
1805_g_at	272	361	422	408	668	694	720	565
1806_at	23	8	62	60	6	2	4	17
1807_g_at	67	91	101	243	25	77	56	175
1808_s_at	104	38	128	81	229	154	106	259
1809_at	167	117	363	281	175	99	56	107
181_g_at	2118	4521	1218	1182	1228	1246	1318	1251
1810_s_at	242	320	194	245	118	283	166	327
1811_at	164	185	78	57	111	325	72	160
1812_s_at	80	47	88	101	82	81	108	51
1813_at	282	400	487	370	662	688	705	866
1814_at	221	151	99	50	748	594	96	222
1815_g_at	82	52	79	73	279	497	91	178
1816_at	49	27	252	171	46	140	63	234
1817_at	4760	4064	3238	4186	3139	3315	3394	2867
1818_at	491	333	389	340	513	419	421	418
1819_at	789	615	1563	2326	39	18	22	19
182_at	208	75	181	40	88	173	42	62
1820_g_at	535	399	1802	2009	54	83	51	32
1821_at	36	12	37	29	32	30	36	21
1822_at	140	73	108	149	189	100	66	60
1823_g_at	99	31	68	53	62	47	40	116
1824_s_at	224	156	102	80	771	757	325	182
1825_at	171	122	271	280	163	214	149	36
1826_at	864	1054	1786	1759	2013	2065	1667	2406
1827_s_at	988	800	1358	823	1055	956	728	1331
1828_s_at	124	74	146	116	198	92	63	175
1829_at	187	248	157	168	162	172	244	289
183_at	316	373	2098	1881	167	101	76	124
1830_s_at	448	252	267	285	861	496	546	839
1831_at	34	26	40	29	132	40	13	38
1832_at	215	143	206	230	307	199	341	270
1833_at	56	32	155	47	625	449	238	291
1834_at	30	219	22	64	29	30	30	30
1836_at	6473	7907	10091	13787	2784	2587	1529	2228
1837_at	14	92	146	209	176	137	144	168
1838_g_at	67	12	76	98	111	93	58	56
1839_at	1135	933	1280	1781	2131	2142	825	1055
184_at	160	188	271	189	190	152	246	142
1840_g_at	3048	2189	2381	2676	3303	2695	1374	1274
1841_s_at	216	107	220	198	208	181	162	286
1842_at	982	298	68	180	251	707	172	131
1843_at	535	509	728	622	557	532	808	923
1844_s_at	1707	2088	755	684	850	707	844	1008
1845_at	297	139	192	237	44	41	28	20
1846_at	132	142	500	562	281	194	78	240
1847_s_at	146	81	207	89	39	31	56	72
1848_at	337	182	315	358	466	677	206	288
1849_s_at	24	64	175	159	19	22	8	63
185_at	2089	2205	1850	1908	68	84	185	49
1850_at	151	246	434	651	243	559	169	113
1851_s_at	16	7	17	10	30	19	36	25
1852_at	203	182	245	172	352	214	277	479
1853_at	25	12	21	15	37	16	26	28
1854_at	26	16	29	17	715	694	25	27
1855_at	160	168	441	303	668	463	519	854
1856_at	19	52	102	162	20	95	40	10
1857_at	235	267	239	392	304	282	280	301
1858_at	81	62	20	99	152	66	91	83
1859_s_at	80	13	141	67	96	77	84	108
186_at	132	65	124	95	140	58	20	36
1860_at	660	402	536	490	289	172	26	45
1861_at	711	699	433	336	390	362	660	639
1862_at	9	19	41	27	66	88	43	52
1863_s_at	108	112	195	205	202	143	260	236
1864_at	98	69	58	41	76	66	77	80
1865_at	10	25	23	12	9	4	44	21
1866_g_at	18	18	27	26	37	27	61	24
1867_at	111	129	249	338	590	692	303	323
1868_g_at	29	87	42	119	223	286	250	240
1869_at	45	82	112	74	102	126	133	172
187_at	326	509	280	137	88	80	53	107
1870_at	116	82	117	225	23	19	44	12
1871_g_at	14	48	86	71	13	8	45	20
1872_at	7	8	16	10	36	15	22	14
1873_at	797	876	533	501	660	752	1254	860
1874_at	879	892	1094	1018	629	622	403	415
1875_f_at	376	381	520	522	241	251	334	371
1876_at	76	54	299	256	79	66	8	61
1877_g_at	293	237	611	820	207	315	70	101
1878_g_at	1508	1612	870	902	1113	1011	2113	1776
1879_at	64	50	20	21	60	46	170	105
188_at	374	274	735	517	160	325	469	387
1880_at	84	27	74	82	40	33	87	33
1881_at	47	6	116	82	277	306	41	226
1882_g_at	96	91	170	72	125	43	11	118
1883_s_at	36	38	29	18	36	35	38	69
1884_s_at	222	186	251	254	825	1341	221	114
1885_at	652	643	550	667	271	369	455	394
1886_at	137	419	372	378	247	370	560	428
1887_g_at	102	157	103	97	60	99	112	139
1888_s_at	38	16	34	40	35	22	26	25
1889_s_at	68	25	53	40	168	93	154	192
189_s_at	111	212	236	73	629	359	123	112
1890_at	71	70	183	239	3277	2887	275	441
1891_at	15	4	9	28	18	66	6	13
1892_s_at	44	15	28	16	35	19	41	31
1893_s_at	168	171	509	469	392	420	406	596
1894_f_at	708	733	1404	1169	1725	1581	3586	2922
1895_at	211	154	214	224	203	226	84	157
1896_s_at	86	101	250	141	148	207	137	181
1897_at	106	118	65	23	192	178	48	31
1898_at	299	217	241	262	450	363	417	761
1899_s_at	16	17	101	27	70	15	15	18
190_at	140	158	346	307	88	110	40	49
1900_at	48	36	118	97	53	14	52	107
1901_s_at	95	61	68	63	318	274	124	143
1902_at	907	778	624	833	643	749	839	1358
1903_at	171	162	651	685	556	700	279	294
1904_at	174	138	164	160	367	508	218	332
1905_s_at	44	100	146	277	65	73	62	86
1906_at	457	327	285	324	246	401	448	582
1907_at	111	65	116	86	53	141	199	313
1908_at	307	246	319	313	310	448	429	570
1909_at	345	332	414	466	173	148	232	358
191_at	293	202	271	198	460	305	462	650
1910_s_at	174	326	164	392	212	448	358	292
1911_s_at	372	371	406	340	722	928	834	1071
1912_s_at	968	627	2510	2944	238	188	73	209
1913_at	362	322	1742	1847	181	305	97	79
1914_at	198	156	230	292	98	100	126	89
1915_s_at	830	802	1153	1141	1833	2107	280	381
1916_s_at	584	682	855	1039	1280	1696	135	113
1917_at	426	384	947	1040	875	792	487	576
1918_at	29	38	90	76	234	57	157	65
1919_at	35	22	26	28	87	56	26	64
192_at	709	477	1058	965	439	600	269	237
1920_s_at	113	57	220	217	114	135	234	166
1921_at	76	89	70	96	39	17	7	59
1922_g_at	75	100	50	72	57	30	7	10
1923_at	83	50	145	199	111	68	111	56
1924_at	468	381	584	675	240	240	160	167
1925_at	191	489	491	477	1211	1046	291	829
1926_at	343	422	481	438	257	233	608	707
1927_s_at	38	13	19	27	59	28	44	37
1928_s_at	131	131	283	303	150	216	114	67
1929_at	50	25	55	26	77	5	8	4
193_at	264	122	490	613	292	319	148	239
1930_at	42	116	116	54	280	246	558	544
1931_at	33	49	80	29	98	129	66	39
1932_at	918	1029	472	350	161	126	149	171
1933_g_at	841	752	409	404	336	337	170	139
1934_s_at	41	7	28	18	16	26	24	39
1935_at	34	60	341	271	57	88	51	26
1936_s_at	442	236	445	430	406	520	223	290
1937_at	269	209	1587	1800	158	234	98	187
1938_at	101	53	120	112	89	34	137	122
1939_at	135	152	236	163	163	415	337	237
194_at	20	4	5	9	50	7	15	16
1940_at	718	580	1001	1142	220	465	204	240
1941_at	29	22	33	33	41	34	64	45
1942_s_at	310	433	438	491	742	638	703	690
1943_at	198	123	338	236	782	655	194	411
1944_f_at	1314	847	463	752	534	854	1500	1044
1945_at	93	90	20	22	534	556	32	35
1946_at	43	41	23	19	143	137	45	86
1947_g_at	205	99	71	96	288	61	283	115
1948_f_at	167	202	121	49	251	115	113	185
1949_at	15	26	50	26	14	12	16	13
195_s_at	44	25	15	11	258	214	175	146
1950_s_at	159	312	275	115	529	235	368	525
1951_at	19	24	62	90	43	10	29	28
1952_s_at	41	50	97	109	145	130	71	21
1953_at	959	1258	1169	1268	2447	2331	1212	980
1954_at	78	42	170	133	306	287	199	234
1955_s_at	30	16	24	27	146	271	111	80
1956_s_at	47	62	85	27	55	48	79	45
1957_s_at	74	5	201	113	49	15	28	100
1958_at	73	19	75	24	123	84	112	97
1959_at	244	458	1018	1259	375	390	146	110
196_s_at	64	32	16	17	85	69	27	105
1960_at	35	18	16	17	39	14	40	26
1961_f_at	34	29	57	51	51	74	79	87
1962_at	28	6	65	21	2245	2461	1483	1469
1963_at	14	52	43	42	24	130	35	71
1964_g_at	59	67	129	164	57	126	50	157
1965_s_at	101	58	222	207	134	129	277	323
1966_i_at	39	125	134	110	160	153	49	158
1967_f_at	520	550	744	559	762	650	1015	1136
1968_g_at	74	103	190	187	214	144	166	148
1969_s_at	78	83	96	199	130	115	90	40
197_at	1002	1087	596	701	698	579	896	956
1970_s_at	725	1137	319	335	157	260	314	219
1971_g_at	166	179	21	87	216	150	96	170
1972_s_at	388	300	2097	2250	133	192	118	198
1973_s_at	304	329	402	357	916	817	499	144
1974_s_at	151	112	244	225	379	227	215	292
1975_s_at	870	669	1282	1140	1064	991	5403	6288
1976_s_at	63	84	102	37	228	170	74	227
1977_s_at	14	49	20	13	32	15	22	23
1978_at	10	4	69	16	58	22	11	10
1979_s_at	221	409	295	213	430	362	336	354
198_g_at	1822	1689	866	861	600	662	1114	1009
1980_s_at	4840	4649	4284	4689	4464	4033	3790	1855
1981_s_at	103	92	266	258	324	222	186	304
1982_s_at	46	21	95	69	118	70	70	117
1983_at	580	578	903	826	481	356	558	598
1984_s_at	143	159	32	14	1049	1030	317	114
1985_s_at	2670	2696	1516	1208	1185	1177	1297	957
1986_at	216	111	293	307	85	99	138	147
1987_at	23	80	35	28	85	172	99	106
1988_at	316	225	954	197	436	290	367	617
1989_at	3	3	4	1	6	2	57	7
199_s_at	485	167	564	641	542	377	90	347
1990_g_at	56	11	85	77	26	26	13	12
1991_s_at	468	392	438	397	542	502	576	687
1992_at	595	381	505	268	780	658	766	998
1993_s_at	119	64	199	121	214	238	206	323
1994_at	252	195	604	437	67	104	108	132
1995_at	27	14	20	12	26	14	28	25
1996_s_at	31	46	168	46	156	241	43	66
1997_s_at	119	165	167	61	301	97	28	69
1998_i_at	2104	2060	938	1270	1304	1611	2524	2327
1999_s_at	86	52	71	93	141	202	97	136
200_at	8	5	7	10	21	6	9	20
2000_at	127	148	198	232	169	169	131	234
2001_g_at	71	35	222	278	81	50	71	71
2002_s_at	69	19	67	10	58	90	12	70
2003_s_at	141	136	331	389	183	257	214	192
2004_at	23	28	196	112	59	49	59	124
2005_s_at	424	274	560	386	502	580	709	829
2006_at	108	122	176	199	238	355	391	415
2007_g_at	95	133	87	83	180	128	133	255
2008_s_at	103	65	173	124	192	201	170	211
2009_at	579	1202	387	349	360	292	415	145
201_s_at	2832	2333	908	1404	6239	8103	4503	3047
2010_at	1762	1540	2003	2363	1451	1860	566	756
2011_s_at	60	66	22	12	75	19	126	34
2012_s_at	321	223	408	466	295	480	112	201
2013_at	206	354	389	216	218	411	529	397
2014_s_at	50	89	315	281	137	107	65	154
2015_s_at	69	84	140	113	15	88	20	10
2016_s_at	15412	14114	25136	28270	33538	25984	47214	29239
2017_s_at	360	193	253	145	797	565	1027	617
2018_at	37	25	58	45	42	46	38	37
2019_s_at	445	330	420	313	313	350	550	1180
202_at	205	127	583	795	154	173	89	163
2020_at	545	380	69	85	677	562	128	150
2021_s_at	275	173	379	336	467	310	173	380
2022_at	49	63	88	60	70	11	15	35
2023_g_at	89	156	407	50	308	103	106	130
2024_s_at	55	127	66	165	200	262	186	43
2025_s_at	1139	1052	1250	1536	1344	1352	1003	814
